,ï»¿id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1230,11988777.0,20200000000000.0,43094128,81,2,2,37.77024,-122.44839,8,3.0,5.0,4.0,980.0,3,10,3.0,3.0,10.0,10.0,3.0,10.0,0,1,1,1,9,2,0,4.89,4.89,5.0,5.0,5.0,5.0,4.78,2,2,0,0,0.45
1247,10992778.0,20200000000000.0,22649166,100,2,2,37.79997,-122.42223,6,2.0,2.0,2.0,300.0,365,1095,365.0,365.0,1095.0,1095.0,365.0,1095.0,29,59,89,363,38,0,0,4.97,4.97,4.97,4.97,4.95,4.92,4.62,1,1,0,0,0.49
1264,12176844.0,20200000000000.0,377744,43,2,2,37.799271,-122.404549,6,2.0,3.0,3.0,450.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,17,47,289,74,2,0,4.97,5.0,5.0,4.99,4.99,5.0,4.92,2,2,0,0,0.9
1282,10767017.0,20200000000000.0,1889323,86,2,2,37.76285,-122.42399,8,2.0,4.0,5.0,900.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,4,59,0,0,4.95,4.91,4.93,4.98,4.98,4.96,4.81,2,2,0,0,0.69
1283,11152754.0,20200000000000.0,4191595,89,5,6,37.73339,-122.42694,1,2.0,1.0,1.0,41.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,4,18,223,22,3,0,5.0,4.86,4.59,4.95,5.0,4.86,4.95,5,0,5,0,0.26
1290,12484859.0,20200000000000.0,8676376,100,5,5,37.72578,-122.42008,7,2.0,3.0,3.0,138.0,30,340,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,3,275,61,2,0,4.32,4.65,4.0,4.72,4.73,4.62,4.38,5,2,3,0,0.74
1296,10805884.0,20200000000000.0,55782784,97,25,37,37.79056,-122.4071,4,2.0,1.0,2.0,275.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,4,34,64,339,7,1,0,4.43,4.43,4.86,4.43,5.0,5.0,4.71,24,8,16,0,0.08
1299,12607119.0,20200000000000.0,68425495,90,1,1,37.80538,-122.44159,8,4.0,7.0,7.0,1650.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,14,28,45,232,107,21,0,4.97,5.0,4.97,5.0,5.0,4.98,4.72,1,1,0,0,1.33
1303,12677241.0,20200000000000.0,17309843,67,2,5,37.75964,-122.41728,5,2.0,3.0,3.0,171.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,27,57,302,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.04
1310,10823468.0,20200000000000.0,56042290,45,1,1,37.80462,-122.42198,6,2.0,2.0,2.0,1213.0,1,1125,1.0,2.0,1125.0,1125.0,1.1,1125.0,22,51,81,305,20,6,0,4.89,4.95,4.89,4.68,4.95,5.0,4.63,1,1,0,0,0.25
1311,12797906.0,20200000000000.0,498928,99,1,1,37.75876,-122.46663,4,2.0,2.0,2.0,171.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,9,24,40,40,275,53,3,4.66,4.79,4.59,4.96,4.92,4.83,4.64,1,1,0,0,3.33
1316,13219968.0,20200000000000.0,25719685,100,1,1,37.7398,-122.42603,8,3.0,4.0,5.0,764.0,3,28,3.0,3.0,1125.0,1125.0,3.0,1125.0,4,6,6,6,24,5,0,5.0,5.0,5.0,5.0,5.0,5.0,4.82,1,1,0,0,0.29
1324,12956379.0,20200000000000.0,2430503,93,2,6,37.74064,-122.47945,4,2.0,3.0,4.0,300.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.01
1336,13153289.0,20200000000000.0,2259758,98,3,4,37.75523,-122.43966,4,2.0,2.0,2.0,275.0,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,20,41,62,135,10,3,0,4.89,4.89,5.0,5.0,5.0,4.89,5.0,2,1,1,0,0.12
1345,11228828.0,20200000000000.0,58526721,93,2,3,37.79468,-122.43638,4,2.0,2.0,2.0,650.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,125,7,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.08
1348,13186688.0,20200000000000.0,15050419,0,1,1,37.77795,-122.47583,6,2.0,3.0,4.0,400.0,3,10,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,12,0,0,4.75,4.83,4.83,5.0,4.73,4.75,4.67,1,1,0,0,0.15
1360,14490262.0,20200000000000.0,6920252,98,2,3,37.75673,-122.40261,4,2.0,2.0,2.0,350.0,4,28,3.0,4.0,28.0,28.0,4.0,28.0,6,14,33,289,122,24,2,4.93,4.87,4.91,4.94,4.91,4.92,4.83,1,1,0,0,1.55
1375,11305302.0,20200000000000.0,21994,73,13,14,37.7658,-122.45223,1,3.0,1.0,1.0,58.0,32,90,32.0,32.0,1125.0,1125.0,32.0,1125.0,30,60,90,365,2,0,0,2.5,1.5,3.0,3.5,3.5,4.5,2.0,13,0,13,0,0.02
1376,11315222.0,20200000000000.0,38292401,0,1,1,37.80375,-122.40876,4,2.0,2.0,2.0,400.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,0,0,0,12,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.14
1377,11338538.0,20200000000000.0,59345311,99,7,7,37.78059,-122.43075,6,2.0,3.0,4.0,245.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,30,46,107,43,3,0,4.72,4.91,4.97,4.85,4.91,4.47,4.67,1,1,0,0,0.5
1399,13393846.0,20200000000000.0,47514427,78,91,113,37.77864,-122.42226,4,2.0,2.0,2.0,342.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,24,38,38,38,60,7,0,4.82,4.85,4.88,4.92,4.92,4.77,4.83,27,2,25,0,0.73
1406,14611058.0,20200000000000.0,73070632,79,4,7,37.70921,-122.44881,1,2.0,1.0,1.0,45.0,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,0,4,279,25,0,0,4.75,4.78,4.7,4.87,4.83,4.52,4.74,4,0,4,0,0.31
1417,11493791.0,20200000000000.0,38836,72,22,65,37.75837,-122.41092,4,2.0,2.0,3.0,114.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,14,44,74,349,13,3,0,4.0,4.0,4.0,4.83,4.42,4.58,4.17,22,22,0,0,0.16
1448,14808208.0,20200000000000.0,7325515,0,9,14,37.76094,-122.46439,4,2.0,2.0,2.0,190.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,14,29,304,55,4,0,4.89,4.95,4.85,4.96,4.93,4.92,4.69,4,4,0,0,0.7
1456,14903530.0,20200000000000.0,90631,33,1,1,37.74202,-122.43722,6,3.0,3.0,2.0,350.0,7,29,7.0,7.0,29.0,29.0,7.0,29.0,0,0,0,107,11,0,0,4.91,5.0,4.91,5.0,5.0,4.82,4.91,1,1,0,0,0.14
1467,15465063.0,20200000000000.0,48005494,97,1512,1962,37.7318,-122.4392,8,3.0,4.0,4.0,335.0,30,731,30.0,30.0,731.0,731.0,30.0,731.0,0,11,41,316,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,31,31,0,0,1.3186045268223134
1468,15512995.0,20200000000000.0,1865162,100,1,1,37.74656,-122.41047,6,3.0,3.0,3.0,575.0,5,30,5.0,5.0,30.0,30.0,5.0,30.0,0,0,0,56,18,1,0,4.94,4.83,4.67,4.82,4.92,4.36,4.64,1,1,0,0,0.24
1471,15567704.0,20200000000000.0,100278291,100,1,1,37.7683,-122.43016,4,2.0,2.0,2.0,299.0,3,28,3.0,3.0,1125.0,1125.0,3.0,1125.0,11,20,31,202,210,34,0,4.77,4.77,4.89,4.96,4.92,4.78,4.7,1,1,0,0,2.81
1482,15619426.0,20200000000000.0,48005494,97,1512,1962,37.77872,-122.39889,4,2.0,2.0,2.0,148.0,30,731,30.0,30.0,731.0,731.0,30.0,731.0,22,52,82,357,3,0,0,4.33,4.33,4.0,3.67,4.67,5.0,3.67,31,31,0,0,0.06
1483,15635263.0,20200000000000.0,26507532,0,1,1,37.72248,-122.42448,6,2.0,3.0,6.0,425.0,3,13,3.0,3.0,13.0,13.0,3.0,13.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
1485,15664146.0,20200000000000.0,101134145,0,1,3,37.7827,-122.48822,7,2.0,3.0,5.0,215.0,30,100,30.0,30.0,100.0,100.0,30.0,100.0,0,0,0,0,51,0,0,4.62,4.84,4.78,4.89,4.92,4.75,4.64,1,1,0,0,0.67
1486,13711175.0,20200000000000.0,4297383,96,4,7,37.7782,-122.44126,4,2.0,1.0,1.0,205.0,5,30,3.0,5.0,30.0,30.0,5.0,30.0,0,1,26,26,32,8,0,4.81,4.94,4.81,4.97,5.0,4.9,4.7,3,2,1,0,0.42
1488,13735115.0,20200000000000.0,23195770,97,17,17,37.77731,-122.44329,9,2.0,5.0,5.0,1500.0,2,29,2.0,2.0,29.0,29.0,2.0,29.0,12,35,60,282,40,13,0,5.0,4.97,4.97,5.0,4.97,4.97,4.85,3,2,1,0,0.59
1490,14992192.0,20200000000000.0,27123550,93,12,26,37.73516,-122.38819,1,2.0,1.0,2.0,71.0,30,45,30.0,30.0,1125.0,1125.0,30.0,1125.0,22,52,82,171,23,4,0,4.39,4.48,4.04,4.0,4.52,3.91,4.35,5,0,5,0,0.29
1491,13764695.0,20200000000000.0,1040664,0,1,3,37.73746,-122.45944,6,2.0,3.0,4.0,225.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,0,0,0,0,1,0,0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,0,0.02
1499,13788740.0,20200000000000.0,2259098,97,2,2,37.72433,-122.43216,6,2.0,3.0,3.0,222.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,0,14,28,46,13,0,4.93,4.93,4.8,5.0,4.96,4.78,4.76,2,2,0,0,0.64
1518,15770116.0,20200000000000.0,91488071,59,3,10,37.79588,-122.42757,6,3.0,4.0,4.0,394.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,21,51,81,356,63,3,1,4.87,4.86,4.92,4.97,4.89,4.9,4.66,3,3,0,0,0.84
1521,15785104.0,20200000000000.0,5805679,97,31,45,37.76335144,-122.4393921,6,2.0,2.0,3.0,525.0,3,9,3.0,5.0,9.0,9.0,4.6,9.0,4,4,20,30,74,18,0,5.0,4.95,4.98,4.98,5.0,4.95,4.88,29,5,24,0,0.98
1522,15791272.0,20200000000000.0,40336170,100,1,1,37.71085,-122.4659,3,2.0,2.0,2.0,75.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,186,1,1,0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.12
1523,15832358.0,20200000000000.0,3227887,100,2,3,37.76594543,-122.4343796,1,2.0,1.0,1.0,100.0,4,29,4.0,4.0,1125.0,1125.0,4.0,1125.0,30,60,90,364,65,0,0,4.86,4.97,4.91,4.97,4.92,4.98,4.78,2,0,2,0,0.85
1524,15835438.0,20200000000000.0,4256843,100,1,2,37.77341,-122.50575,7,2.0,3.0,4.0,280.0,5,341,5.0,5.0,341.0,341.0,5.0,341.0,0,0,0,0,25,4,0,4.92,5.0,4.75,4.96,5.0,5.0,4.92,1,1,0,0,0.35
1525,15024335.0,20200000000000.0,48503905,100,1,2,37.75738,-122.38933,4,2.0,2.0,2.0,600.0,2,21,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,85,85,57,8,0,4.93,4.98,4.95,4.98,4.98,4.89,4.67,1,1,0,0,0.73
1534,15843930.0,20200000000000.0,65647390,67,1,2,37.76532,-122.43295,10,2.0,4.0,7.0,245.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,19,48,76,250,58,6,0,4.81,4.74,4.67,4.95,4.95,4.91,4.62,1,1,0,0,0.75
1536,15860350.0,20200000000000.0,8597535,99,2,6,37.75436,-122.49835,5,2.0,3.0,3.0,375.0,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,2,14,17,17,53,19,0,4.89,4.92,4.91,4.94,4.91,4.89,4.7,2,2,0,0,1.01
1537,14139656.0,20200000000000.0,9151990,100,1,3,37.76119,-122.42115,6,2.0,3.0,3.0,607.0,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,74,10,0,4.95,4.99,4.91,4.97,4.96,4.99,4.82,1,1,0,0,0.92
1563,16287044.0,20200000000000.0,106535057,83,1,1,37.78074,-122.47458,5,2.0,2.0,3.0,140.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,365,19,6,0,4.26,4.32,3.63,4.63,4.74,4.79,4.47,1,1,0,0,0.28
1571,14255278.0,20200000000000.0,36140663,100,2,2,37.77946,-122.46164,5,2.0,2.0,3.0,249.0,2,50,2.0,6.0,1125.0,1125.0,2.1,1125.0,0,1,1,1,38,6,0,4.89,4.96,4.96,5.0,4.84,5.0,4.8,1,1,0,0,0.47
1574,14299097.0,20200000000000.0,10162964,97,6,7,37.75748,-122.42204,7,2.0,4.0,4.0,333.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,11,19,211,16,2,0,4.88,4.75,4.75,4.94,4.88,4.94,4.63,5,5,0,0,0.21
1577,16348139.0,20200000000000.0,7610972,100,2,4,37.80154,-122.4131,4,2.0,2.0,2.0,750.0,3,60,3.0,3.0,60.0,60.0,3.0,60.0,0,0,23,69,40,19,0,4.85,4.85,4.98,4.93,4.9,5.0,4.63,2,2,0,0,0.57
1581,16406043.0,20200000000000.0,48005494,97,1512,1962,37.79614,-122.41962,6,2.0,3.0,3.0,346.0,30,731,30.0,30.0,731.0,731.0,30.0,731.0,0,0,0,193,10,1,0,4.9,4.9,4.9,4.9,4.9,5.0,4.7,31,31,0,0,0.14
1583,14355639.0,20200000000000.0,2032250,100,1,3,37.80693,-122.41302,5,2.0,2.0,2.0,200.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,0,0,0,0,92,12,2,4.9,4.92,4.69,4.98,4.99,4.98,4.8,1,1,0,0,1.22
1584,14358722.0,20200000000000.0,40426550,33,4,4,37.71027,-122.44955,2,2.0,1.0,1.0,60.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,7,1,0,4.86,4.86,4.29,5.0,5.0,4.71,4.71,4,1,3,0,0.09
1590,14404663.0,20200000000000.0,2275870,100,4,7,37.72723,-122.43805,10,4.0,5.0,5.0,2000.0,7,21,7.0,7.0,21.0,21.0,7.0,21.0,0,0,0,58,2,0,0,4.0,4.5,4.0,5.0,5.0,4.5,4.0,3,1,2,0,0.04
1593,17301795.0,20200000000000.0,7179228,85,2,6,37.77794,-122.45637,4,2.0,2.0,2.0,146.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,0,0,0,84,0,0,4.77,4.91,4.77,4.94,4.94,4.91,4.74,2,2,0,0,1.15
1597,17344333.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,1,5.0,1.0,1.0,50.0,1,23,1.0,2.0,23.0,23.0,1.3,23.0,0,0,0,0,85,0,0,4.73,4.76,4.48,4.81,4.82,4.87,4.76,43,0,16,26,1.16
1619,17433218.0,20200000000000.0,25963935,100,1,4,37.76290894,-122.4683762,8,2.0,3.0,3.0,508.0,2,28,1.0,4.0,28.0,28.0,3.2,28.0,0,0,0,0,19,3,0,5.0,5.0,4.89,5.0,5.0,4.94,4.71,1,1,0,0,0.27
1635,17508667.0,20200000000000.0,27123550,93,12,26,37.73341,-122.39008,2,2.0,1.0,1.0,65.0,30,45,30.0,30.0,45.0,45.0,30.0,45.0,0,0,29,118,7,0,0,4.71,4.71,4.29,5.0,4.86,4.43,4.57,5,0,5,0,0.1
1636,17514911.0,20200000000000.0,4346095,98,2,5,37.73209,-122.4398,4,2.0,2.0,2.0,164.0,1,1125,1.0,2.0,1125.0,1125.0,1.0,1125.0,10,35,57,331,249,59,8,4.7,4.83,4.86,4.91,4.89,4.8,4.67,2,2,0,0,3.44
1655,17626598.0,20200000000000.0,1782540,0,1,2,37.75889,-122.41027,6,2.0,2.0,4.0,400.0,3,1094,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,15,0,0,4.93,5.0,4.86,4.93,4.93,4.86,4.71,1,1,0,0,0.22
1679,16959624.0,20200000000000.0,331649,66,2,3,37.7855,-122.4651,4,2.0,2.0,2.0,357.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,19,49,79,354,83,14,0,4.96,4.98,4.98,4.95,4.98,4.93,4.78,2,2,0,0,1.14
1683,17011295.0,20200000000000.0,103884979,100,14,15,37.77628,-122.41507,2,4.0,1.0,1.0,90.0,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,22,49,79,198,107,33,1,4.4,4.62,4.55,4.78,4.63,4.23,4.51,14,0,7,0,1.45
1697,15957623.0,20200000000000.0,30075056,70,5,5,37.74617,-122.4166,9,3.0,5.0,5.0,234.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,5,35,49,253,21,0,0,4.9,4.76,5.0,4.9,5.0,4.76,4.67,4,4,0,0,0.29
1700,17731097.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,1,5.0,1.0,1.0,50.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,81,0,0,4.79,4.78,4.52,4.83,4.73,4.89,4.78,43,0,16,26,1.11
1702,15987415.0,20200000000000.0,103884979,100,14,15,37.77655,-122.41538,1,4.0,1.0,1.0,90.0,1,180,1.0,1.0,1125.0,1125.0,1.0,1125.0,25,53,83,172,69,15,0,4.21,4.46,4.5,4.71,4.4,4.15,4.34,14,0,7,0,0.9
1704,16001051.0,20200000000000.0,103884979,100,14,15,37.77722,-122.4156,1,4.0,1.0,1.0,91.0,1,180,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,58,88,171,18,8,2,4.18,4.53,4.53,4.71,4.59,3.88,4.29,14,0,7,0,0.24
1711,17222332.0,20200000000000.0,40426550,33,4,4,37.71074,-122.44946,3,2.0,1.0,2.0,90.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,364,5,0,0,5.0,5.0,4.8,5.0,5.0,4.8,4.6,4,1,3,0,0.09
1717,17288739.0,20200000000000.0,40536296,48,2,7,37.77279,-122.44024,8,2.0,2.0,3.0,639.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,11,32,59,330,17,6,0,5.0,4.94,5.0,5.0,5.0,5.0,4.76,1,1,0,0,0.26
1723,16088064.0,20200000000000.0,75323230,100,2,2,37.79044,-122.41776,8,3.0,5.0,7.0,440.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,18,48,65,175,121,2,0,4.83,4.87,4.8,4.97,4.92,4.87,4.73,2,2,0,0,1.6
1725,17767353.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,2,5.0,1.0,1.0,100.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,115,0,0,4.7,4.85,4.41,4.86,4.91,4.91,4.6,43,0,16,26,1.6
1736,18212346.0,20200000000000.0,125735523,0,1,2,37.78201,-122.47841,6,2.0,3.0,4.0,425.0,3,28,3.0,3.0,28.0,28.0,3.0,28.0,0,0,0,0,3,0,0,4.67,5.0,5.0,4.67,5.0,5.0,5.0,1,1,0,0,0.04
1744,19038261.0,20200000000000.0,6683937,97,3,4,37.78209,-122.40905,1,8.0,1.0,1.0,40.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,24,54,84,173,5,1,0,3.25,3.5,3.5,3.5,3.5,3.75,3.5,3,0,3,0,0.07
1745,19050152.0,20200000000000.0,53220441,100,1,1,37.73439,-122.387894,6,3.0,3.0,3.0,272.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,7,15,27,215,174,23,2,4.89,4.92,4.94,4.97,4.97,4.42,4.84,1,1,0,0,2.51
1749,19150623.0,20200000000000.0,133894957,97,6,9,37.74551,-122.49066,6,2.0,3.0,4.0,299.0,1,24,1.0,2.0,24.0,24.0,1.3,24.0,29,59,89,174,115,10,0,4.68,4.77,4.7,4.9,4.74,4.73,4.5,5,2,3,0,1.66
1750,19163190.0,20200000000000.0,134008463,100,1,1,37.73445,-122.41832,7,2.0,3.0,4.0,375.0,4,10,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,5,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.11
1753,17807709.0,20200000000000.0,67232897,0,2,2,37.7972,-122.42564,8,4.0,5.0,7.0,800.0,60,180,60.0,60.0,180.0,180.0,60.0,180.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
1761,18345958.0,20200000000000.0,652949,50,1,2,37.74411,-122.41242,7,3.0,3.0,3.0,498.0,14,1125,14.0,20.0,1125.0,1125.0,14.4,1125.0,24,24,24,24,15,0,0,5.0,5.0,4.93,5.0,5.0,4.87,4.73,1,1,0,0,0.21
1762,18349074.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,4,2.0,1.0,4.0,100.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,55,0,0,4.56,4.81,4.2,4.7,4.6,4.89,4.51,43,0,16,26,0.78
1778,17944621.0,20200000000000.0,117141107,0,43,51,37.76944,-122.44992,2,5.0,1.0,1.0,100.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,58,0,0,4.57,4.69,4.21,4.84,4.72,4.81,4.41,43,0,16,26,0.81
1783,19332338.0,20200000000000.0,75323230,100,2,2,37.79142,-122.41726,10,3.0,5.0,5.0,440.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,23,53,68,178,125,22,0,4.86,4.92,4.85,4.97,4.97,4.94,4.76,2,2,0,0,1.81
1792,18037180.0,20200000000000.0,80544181,100,1,1,37.7737,-122.45116,6,2.0,3.0,3.0,782.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,10,35,55,92,104,19,1,4.96,4.96,4.99,4.88,4.97,4.9,4.69,1,1,0,0,1.52
1796,18077642.0,20200000000000.0,863433,67,2,3,37.79145,-122.43393,6,2.0,3.0,3.0,1200.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,28,58,88,177,9,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.71,2,2,0,0,0.13
1801,19403989.0,20200000000000.0,135377800,100,2,2,37.75486,-122.47669,2,2.0,1.0,1.0,85.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,17,40,68,157,274,39,2,4.99,4.97,4.97,4.99,4.96,4.88,4.91,2,0,2,0,3.95
1803,19404978.0,20200000000000.0,135377800,100,2,2,37.75433,-122.47838,2,2.0,1.0,1.0,85.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,17,47,77,166,183,30,0,4.98,4.98,4.98,4.99,4.98,4.91,4.88,2,0,2,0,2.64
1810,18492236.0,20200000000000.0,128311917,100,4,5,37.74835,-122.44566,6,2.0,3.0,4.0,193.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,0,0,0,217,2,0,0,4.5,4.5,4.0,5.0,5.0,5.0,5.0,4,4,0,0,0.03
1813,18504951.0,20200000000000.0,1357017,100,1,5,37.76019,-122.42568,11,2.0,6.0,7.0,1086.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,2,10,10,10,18,1,0,4.89,4.89,4.83,5.0,4.83,5.0,4.44,1,1,0,0,0.33
1818,20121985.0,20200000000000.0,10624127,0,18,75,37.79234,-122.41965,1,5.0,1.0,1.0,47.0,365,450,365.0,365.0,450.0,450.0,365.0,450.0,0,0,0,0,2,0,0,4.0,4.0,5.0,4.5,3.5,4.5,4.5,5,0,5,0,0.03
1822,18527258.0,20200000000000.0,73070632,79,4,7,37.70951,-122.449,1,2.0,1.0,1.0,47.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,80,300,23,5,0,4.57,4.52,4.39,4.26,4.7,4.04,4.52,4,0,4,0,0.34
1823,18528858.0,20200000000000.0,312334,0,3,5,37.73133,-122.38639,9,2.0,3.0,4.0,190.0,4,14,4.0,4.0,14.0,14.0,4.0,14.0,0,0,0,0,9,0,0,4.88,4.75,4.75,5.0,5.0,4.0,4.57,3,2,1,0,0.13
1826,19417708.0,20200000000000.0,62034618,85,21,40,37.72861,-122.49287,8,2.0,2.0,3.0,130.0,1,90,1.0,1.0,90.0,90.0,1.0,90.0,3,25,54,54,117,26,0,4.65,4.85,4.79,4.97,4.86,4.79,4.46,20,6,14,0,1.71
1828,18546459.0,20200000000000.0,73070632,79,4,7,37.71096,-122.44862,1,2.0,1.0,1.0,45.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,4,279,20,5,1,4.55,4.75,4.35,4.8,4.75,4.5,4.65,4,0,4,0,0.29
1833,18567881.0,20200000000000.0,4106299,75,1,5,37.80172,-122.4035,8,2.0,3.0,3.0,250.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,88,88,32,2,1,4.56,4.56,4.47,4.77,4.81,4.97,4.61,1,1,0,0,0.47
1836,20194233.0,20200000000000.0,759605,100,3,5,37.75641,-122.43334,6,2.0,2.0,2.0,295.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,4,30,217,29,6,1,5.0,5.0,5.0,5.0,4.94,5.0,4.94,1,1,0,0,0.43
1844,19432832.0,20200000000000.0,13832870,49,20,61,37.79939,-122.41346,4,2.0,2.0,2.0,209.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,34,64,339,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,17,17,0,0,1.3186045268223134
1847,19478423.0,20200000000000.0,4856574,71,7,13,37.75284,-122.42844,4,2.0,2.0,2.0,125.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,22,52,79,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,2,5,0,0.16
1848,19478755.0,20200000000000.0,131502074,100,2,2,37.74709,-122.47622,2,2.0,1.0,1.0,99.0,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0,28,53,83,172,247,39,0,4.91,4.97,4.86,4.99,5.0,4.84,4.85,2,0,2,0,3.56
1850,20214438.0,20200000000000.0,10624127,0,18,75,37.79234,-122.41965,1,5.0,1.0,1.0,61.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,0,0,0,5,0,0,3.6,4.0,4.2,4.0,4.0,4.4,3.8,5,0,5,0,0.08
