,ï»¿id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4021,42607046.0,20200000000000.0,117141107,0,43,51,37.76878,-122.45093,5,6.0,1.0,3.0,100.0,1,25,1.0,2.0,25.0,25.0,1.3,25.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,43,0,16,26,1.3186045268223134
4028,42697619.0,20200000000000.0,107434423,97,4774,5310,37.7805576,-122.4042588,4,2.0,2.0,2.0,227.0,31,1125,31.0,366.0,1125.0,1125.0,350.6,1125.0,0,8,38,313,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,138,138,0,0,0.03
4040,44562619.0,20200000000000.0,49685469,100,1,3,37.73823,-122.44511,9,3.0,4.0,4.0,479.0,30,360,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,4,34,308,10,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.33
4045,41798843.0,20200000000000.0,330254802,0,1,1,37.76924,-122.42484,4,2.0,2.0,3.0,125.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,155,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.04
4046,41819493.0,20200000000000.0,267895362,0,73,123,37.7932,-122.42039,2,5.0,1.0,1.8129401408450705,60.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,30,60,90,365,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,55,1,54,0,1.3186045268223134
4049,41876282.0,20200000000000.0,107434423,97,4774,5310,37.7805576,-122.4042588,4,2.0,2.0,2.0,242.0,31,1125,31.0,366.0,1125.0,1125.0,352.1,1125.0,0,0,12,287,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,138,138,0,0,1.3186045268223134
4050,41880418.0,20200000000000.0,13136315,20,1,3,37.77955,-122.44148,4,2.0,2.0,2.0,125.0,30,150,30.0,30.0,150.0,150.0,30.0,150.0,9,29,47,273,9,2,0,4.22,4.44,4.33,4.56,4.56,4.56,4.56,1,1,0,0,0.25
4057,41931183.0,20200000000000.0,267895362,0,73,123,37.79323,-122.41991,2,4.0,1.0,1.0,50.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,30,60,90,365,1,0,0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,55,1,54,0,0.05
4058,41931319.0,20200000000000.0,267895362,0,73,123,37.79122,-122.42014,2,4.0,1.0,1.0,50.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,30,60,90,365,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,55,1,54,0,1.3186045268223134
4059,41931392.0,20200000000000.0,267895362,0,73,123,37.79136,-122.41985,2,4.0,1.0,1.0,50.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,30,60,90,365,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,55,1,54,0,1.3186045268223134
4070,41976381.0,20200000000000.0,226555948,97,67,86,37.72612,-122.40241,2,2.0,1.0,1.0,79.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,3,277,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,3,11,0,0.06
4071,41976745.0,20200000000000.0,226555948,97,67,86,37.72463,-122.40301,2,2.0,1.0,1.0,49.0,120,1125,30.0,120.0,1125.0,1125.0,118.8,1125.0,30,60,90,364,8,3,0,4.75,4.75,4.63,4.88,5.0,4.63,4.75,14,3,11,0,0.22
4084,45349587.0,20200000000000.0,62034618,85,21,40,37.76446,-122.47965,8,2.0,2.0,6.0,120.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,30,60,90,365,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,20,6,14,0,1.3186045268223134
4092,43517829.0,20200000000000.0,24776510,100,4,6,37.77034,-122.42326,5,2.0,2.0,5.0,160.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,29,29,94,7,1,0,5.0,5.0,4.57,5.0,5.0,4.86,5.0,4,4,0,0,0.23
4093,45369406.0,20200000000000.0,36568610,100,2,2,37.75878,-122.39418,4,2.0,2.0,2.0,220.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,9,29,226,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.12
4096,45377409.0,20200000000000.0,365825241,50,1,2,37.77358,-122.43787,4,2.0,2.0,2.0,175.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,11,41,315,2,0,0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1,1,0,0,0.09
4099,45400716.0,20200000000000.0,14869382,80,1,2,37.77703,-122.40851,4,2.0,2.0,2.0,164.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,24,42,56,223,7,5,1,5.0,5.0,5.0,5.0,5.0,4.29,4.86,1,1,0,0,0.26
4104,45467451.0,20200000000000.0,305752865,0,5,16,37.77237,-122.41193,9,2.0,5.0,5.0,229.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,1,1,0,1.3186045268223134
4114,43547939.0,20200000000000.0,267895362,0,73,123,37.75191,-122.42818,2,3.0,1.0,1.8129401408450705,47.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,30,60,90,365,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,55,1,54,0,1.3186045268223134
4122,45498256.0,20200000000000.0,11937752,0,1,6,37.78993,-122.39139,5,2.0,2.0,2.0,250.0,60,365,60.0,60.0,1125.0,1125.0,60.0,1125.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
4130,44631455.0,20200000000000.0,988375,94,19,31,37.80464,-122.40956,6,2.0,3.0,3.0,395.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,14,14,0,0,1.3186045268223134
4151,44854276.0,20200000000000.0,117987879,100,1,5,37.79829,-122.43292,10,2.0,4.0,5.0,184.0,1,29,1.0,1.0,29.0,29.0,1.0,29.0,4,10,23,60,107,70,9,4.48,4.48,4.2,4.76,4.8,4.79,4.47,1,1,0,0,5.26
4169,45078628.0,20200000000000.0,62034618,85,21,40,37.76499,-122.47742,10,2.0,2.0,5.0,116.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,30,60,89,89,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20,6,14,0,0.06
4171,45092739.0,20200000000000.0,78910325,100,16,24,37.77879,-122.50102,10,3.0,5.0,8.0,779.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,35,59,306,31,27,1,4.74,4.58,4.58,4.97,4.9,4.81,4.52,3,3,0,0,1.23
4186,43614392.0,20200000000000.0,78129775,100,1,1,37.79722,-122.43659,9,2.0,4.0,7.0,377.0,30,400,30.0,30.0,400.0,400.0,30.0,400.0,0,0,0,0,82,6,1,4.76,4.8,4.74,4.96,4.95,4.98,4.63,1,1,0,0,2.51
4188,43637265.0,20200000000000.0,28977499,100,1,1,37.78876,-122.39029,6,2.0,2.0,3.0,166.0,30,75,30.0,30.0,75.0,75.0,30.0,75.0,0,0,7,214,16,5,0,5.0,4.94,4.88,5.0,5.0,4.94,4.94,1,1,0,0,0.51
4190,43667068.0,20200000000000.0,79547260,0,1,1,37.79203,-122.39552,4,2.0,1.0,2.0,450.0,30,360,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
4192,43710126.0,20200000000000.0,34007109,99,9,14,37.75972,-122.47535,13,2.0,4.0,7.0,497.0,1,180,1.0,2.0,1125.0,1125.0,1.3,1125.0,10,22,33,78,89,35,0,4.76,4.85,4.73,4.9,4.88,4.84,4.66,3,3,0,0,2.72
4199,43778249.0,20200000000000.0,46495135,83,4,4,37.75454,-122.42242,4,2.0,2.0,2.0,149.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,11,38,224,7,4,0,4.43,4.14,4.29,4.43,4.43,4.57,4.29,3,3,0,0,0.24
4200,43818495.0,20200000000000.0,66107483,7,2,2,37.74755,-122.50142,4,2.0,3.0,4.0,2107.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,13,43,132,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.15
4203,43836180.0,20200000000000.0,428414,100,1,3,37.74012,-122.42614,7,2.0,3.0,4.0,550.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,4,4,4,43,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.41
4216,43928758.0,20200000000000.0,17013917,88,3,4,37.78004,-122.48584,6,2.0,2.0,4.0,145.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,267,6,1,0,4.83,5.0,4.33,5.0,5.0,5.0,5.0,3,3,0,0,0.19
4217,43947688.0,20200000000000.0,9194713,99,6,6,37.71974,-122.40413,8,3.0,4.0,4.0,550.0,2,30,1.0,5.0,28.0,30.0,2.0,29.0,5,27,55,55,23,14,0,4.96,4.96,4.96,5.0,5.0,4.74,4.91,6,4,2,0,1.1
4222,44100289.0,20200000000000.0,2478750,50,1,5,37.75359,-122.45185,7,3.0,4.0,5.0,650.0,6,29,6.0,6.0,1125.0,1125.0,6.0,1125.0,0,0,0,0,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.14
4230,45236883.0,20200000000000.0,2028540,94,1,1,37.73591,-122.44311,7,2.0,3.0,6.0,598.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,6,6,36,125,11,11,0,5.0,5.0,5.0,5.0,5.0,4.91,4.82,1,1,0,0,1.46
4233,45829230.0,20200000000000.0,21554316,94,3,3,37.78908,-122.42439,4,2.0,2.0,2.0,166.0,90,1125,90.0,90.0,1125.0,1125.0,90.0,1125.0,0,0,3,277,4,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.2
4234,45829352.0,20200000000000.0,218631586,100,1,1,37.75874,-122.42092,3,2.0,2.0,3.0,170.0,30,356,30.0,30.0,356.0,356.0,30.0,356.0,0,0,0,247,6,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.26
4235,45830359.0,20200000000000.0,61459936,95,4,4,37.73579,-122.38472,6,3.0,3.0,3.0,411.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,21,51,75,189,8,8,0,4.88,4.88,5.0,4.88,4.88,4.25,4.75,2,2,0,0,1.36
4236,45831278.0,20200000000000.0,28065033,0,1,4,37.80033,-122.42339,2,2.0,1.0,1.0,150.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,0,1,0,1.3186045268223134
4245,45878013.0,20200000000000.0,6763925,0,11,20,37.80475,-122.4056,4,2.0,2.0,4.0,335.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,4,34,309,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,9,9,0,0,1.3186045268223134
4249,44118516.0,20200000000000.0,370518,85,1,4,37.76803,-122.41786,8,2.0,3.0,4.0,349.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,41,41,41,49,12,0,4.82,4.8,4.71,4.86,4.76,4.41,4.65,1,1,0,0,1.73
4250,44120283.0,20200000000000.0,354452046,67,1,2,37.80502,-122.42313,6,2.0,2.0,3.0,829.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,24,51,72,72,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,0,0.03
4251,44139093.0,20200000000000.0,137027970,100,1,3,37.80387,-122.43378,5,2.0,2.0,3.0,298.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,22,52,82,356,5,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.16
4262,44377815.0,20200000000000.0,55491137,100,1,1,37.75586,-122.40585,4,2.0,2.0,2.0,425.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,31,47,47,1,1,0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,1,1,0,0,0.12
4264,44380001.0,20200000000000.0,559810,93,1,5,37.74635,-122.40694,6,2.0,4.0,7.0,500.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,9,30,233,40,2,0,4.5,4.5,3.98,4.8,4.53,4.78,4.38,1,1,0,0,1.3
4265,44388465.0,20200000000000.0,5817608,0,1,2,37.77175,-122.42934,5,2.0,2.0,3.0,138.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,5,0,0,4.8,5.0,5.0,4.8,5.0,4.8,5.0,1,1,0,0,0.17
4266,45609029.0,20200000000000.0,159355723,64,168,177,37.78901,-122.43836,12,5.0,9.0,9.0,1100.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,2,0,0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,10,1,9,0,0.08
4267,44394000.0,20200000000000.0,9130610,100,2,3,37.75776,-122.40889,6,2.0,3.0,1.8129401408450705,450.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,17,8,1,4.94,5.0,4.94,5.0,5.0,4.94,4.88,2,1,1,0,0.76
4272,46676129.0,20200000000000.0,23918094,100,2,2,37.78809,-122.39134,4,2.0,2.0,2.0,319.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,364,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.18
4275,45901274.0,20200000000000.0,67648,0,1,1,37.768,-122.42433,1,2.0,1.0,1.0,110.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,24,54,84,173,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,0,1,0,1.3186045268223134
4282,45972337.0,20200000000000.0,4888089,100,1,3,37.76308,-122.44609,4,2.0,2.0,2.0,200.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,20,29,50,139,6,4,0,5.0,5.0,4.83,5.0,5.0,5.0,5.0,1,1,0,0,0.4
4302,46233171.0,20200000000000.0,107434423,97,4774,5310,37.782342,-122.388737,4,2.0,2.0,2.0,289.0,31,1125,31.0,366.0,1125.0,1125.0,354.2,1125.0,0,0,0,237,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,138,138,0,0,1.3186045268223134
4305,46298609.0,20200000000000.0,25116424,98,4,5,37.75539,-122.45501,8,3.0,4.0,5.0,1650.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,22,45,69,133,4,4,0,4.75,5.0,4.75,5.0,5.0,4.5,4.5,4,4,0,0,0.42
4315,46993972.0,20200000000000.0,2035160,50,1,3,37.76553,-122.40025,6,2.0,2.0,3.0,259.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,179,5,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.21
4325,47101484.0,20200000000000.0,12556651,96,6,12,37.73489,-122.44433,8,2.0,4.0,6.0,415.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,0,0,31,8,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,2,2,0,0,0.33
4326,47102878.0,20200000000000.0,49226984,100,14,18,37.78546,-122.39315,4,2.0,2.0,2.0,159.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,7,37,49,261,7,4,0,4.86,5.0,4.43,5.0,5.0,4.86,4.71,1,1,0,0,0.34
4331,47184559.0,20200000000000.0,177435672,56,1,1,37.79068,-122.39046,3,2.0,2.0,2.0,150.0,30,200,30.0,30.0,200.0,200.0,30.0,200.0,0,6,29,227,2,1,0,4.5,4.5,4.0,5.0,5.0,5.0,4.5,1,1,0,0,0.13
4333,47242917.0,20200000000000.0,10081093,92,3,3,37.76039,-122.43757,6,3.0,3.0,3.0,913.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,16,46,73,333,68,26,2,4.87,4.88,4.91,4.99,4.88,4.94,4.65,1,1,0,0,2.66
4335,47392367.0,20200000000000.0,2238981,97,12,21,37.76485,-122.40645,8,3.0,4.0,4.0,565.0,30,366,30.0,89.0,1125.0,1125.0,50.1,1125.0,0,12,42,151,2,0,0,5.0,5.0,4.0,5.0,3.5,4.5,4.5,2,1,1,0,0.08
4339,47475692.0,20200000000000.0,371841329,69,15,43,37.77317,-122.41463,4,3.0,3.0,3.0,155.0,30,91,30.0,30.0,91.0,91.0,30.0,91.0,0,20,47,47,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,14,14,0,0,1.3186045268223134
4341,47496005.0,20200000000000.0,54784388,82,1,2,37.76706,-122.45157,4,2.0,2.0,2.0,140.0,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,2,2,13,9,5,1,5.0,5.0,4.89,5.0,5.0,4.89,4.89,1,1,0,0,0.38
4358,46412007.0,20200000000000.0,7197110,72,4,9,37.75575,-122.40595,2,3.0,1.0,1.8129401408450705,55.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,27,45,45,236,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,4,2,2,0,1.3186045268223134
4359,46412534.0,20200000000000.0,7197110,72,4,9,37.7558,-122.40671,2,3.0,1.0,1.8129401408450705,59.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,28,55,69,276,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,4,2,2,0,1.3186045268223134
4370,47735735.0,20200000000000.0,371841329,69,15,43,37.77473,-122.41672,6,3.0,3.0,3.0,120.0,30,91,30.0,30.0,91.0,91.0,30.0,91.0,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,14,0,0,0.05
4380,47877053.0,20200000000000.0,107434423,97,4774,5310,37.782342,-122.388737,4,2.0,2.0,2.0,274.0,31,1125,31.0,366.0,1125.0,1125.0,354.2,1125.0,0,0,0,140,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,138,138,0,0,1.3186045268223134
4398,47991917.0,20200000000000.0,2060012,100,16,24,37.772,-122.42945,1,2.0,1.0,1.0,48.0,30,362,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,5,11,202,2,1,0,5.0,5.0,4.5,4.5,5.0,5.0,5.0,15,8,7,0,0.1
4400,45635976.0,20200000000000.0,625762,32,3,5,37.76716,-122.44684,4,2.0,2.0,2.0,160.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,6,28,58,333,4,2,0,4.75,4.5,3.25,5.0,4.5,5.0,4.5,2,2,0,0,0.19
4401,48012976.0,20200000000000.0,7873769,89,5,6,37.80305,-122.4168,2,2.0,2.0,2.0,1100.0,30,150,30.0,30.0,150.0,150.0,30.0,150.0,30,60,90,365,4,2,0,4.25,4.25,4.5,5.0,4.25,5.0,4.0,5,5,0,0,0.23
4402,48017416.0,20200000000000.0,25550326,100,1,2,37.73458,-122.41779,4,2.0,2.0,2.0,200.0,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,17,47,76,76,6,4,0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,1,1,0,0,0.37
4412,48070225.0,20200000000000.0,109191440,67,1,1,37.75295,-122.42071,3,2.0,2.0,2.0,400.0,14,1125,14.0,14.0,1125.0,1125.0,14.0,1125.0,24,54,84,358,7,0,0,5.0,4.71,5.0,4.71,4.86,5.0,4.86,1,1,0,0,0.31
4413,48076259.0,20200000000000.0,14059100,100,2,2,37.78536,-122.39508,5,2.0,2.0,2.0,240.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,76,282,3,2,0,5.0,5.0,4.33,5.0,5.0,5.0,4.33,1,1,0,0,0.16
4415,48082869.0,20200000000000.0,96117,97,2,2,37.7372,-122.38801,4,2.0,2.0,2.0,249.0,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,5,5,0,4.8,5.0,4.8,4.4,5.0,4.8,5.0,2,1,1,0,0.42
4419,48101533.0,20200000000000.0,107434423,97,4774,5310,37.782342,-122.388737,4,2.0,2.0,2.0,256.0,31,1125,31.0,366.0,1125.0,1125.0,350.5,1125.0,8,38,68,343,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,138,138,0,0,1.3186045268223134
4422,48110320.0,20200000000000.0,387962998,67,1,1,37.73508,-122.46109,6,4.0,3.0,5.0,475.0,5,21,5.0,7.0,21.0,21.0,5.1,21.0,0,0,0,40,5,2,0,5.0,5.0,5.0,5.0,5.0,4.8,4.8,1,1,0,0,0.25
4425,45675987.0,20200000000000.0,345991025,83,1,1,37.77723,-122.4243,4,2.0,2.0,2.0,350.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,32,62,336,10,4,0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1,1,0,0,0.47
4432,46549103.0,20200000000000.0,918385,92,1,3,37.71419,-122.46089,6,2.0,3.0,3.0,385.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,23,49,79,249,52,33,0,4.85,4.85,4.88,4.88,4.96,4.63,4.77,1,1,0,0,2.14
4433,46550917.0,20200000000000.0,263066931,94,2,2,37.79258,-122.43175,8,4.0,4.0,4.0,1093.0,3,14,3.0,3.0,14.0,14.0,3.0,14.0,4,4,4,4,10,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1,1,0,0,0.39
4434,45735314.0,20200000000000.0,368464065,88,1,1,37.78349,-122.48382,6,2.0,3.0,3.0,180.0,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,12,30,33,249,7,4,1,5.0,4.86,4.86,4.86,5.0,5.0,4.71,1,1,0,0,0.28
4446,45785294.0,20200000000000.0,7197110,72,4,9,37.75735,-122.40628,8,3.0,4.0,6.0,202.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,5,33,235,4,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,2,2,0,0.15
4448,45787580.0,20200000000000.0,371201572,100,1,1,37.77521,-122.41068,4,2.0,3.0,3.0,350.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,0,0,0,1,1,0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,1,1,0,0,0.1
4465,48202551.0,20200000000000.0,204441,98,21,24,37.7987,-122.40397,8,2.0,4.0,4.0,198.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,27,232,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,3,2,1,0,1.3186045268223134
4473,48241575.0,20200000000000.0,22541573,100,226,979,37.78698,-122.39365,5,2.0,2.0,2.0,349.0,30,270,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,359,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,17,17,0,0,1.3186045268223134
4474,48593282.0,20200000000000.0,123689681,94,197,211,37.78868,-122.40308,6,2.0,2.0,3.0,842.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,8,18,18,18,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,3,3,0,0,1.3186045268223134
4477,48593944.0,20200000000000.0,123689681,94,197,211,37.78822,-122.40324,8,2.0,3.0,5.0,656.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,4,4,4,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,3,3,0,0,1.3186045268223134
4480,48269918.0,20200000000000.0,7873769,89,5,6,37.80223,-122.4172,3,2.0,2.0,2.0,1600.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,30,60,89,89,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,5,5,0,0,1.3186045268223134
4490,48299614.0,20200000000000.0,389814586,100,3,3,37.74124,-122.47301,5,2.0,2.0,3.0,171.0,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,37,40,116,198,97,5,4.87,4.94,4.95,4.97,4.9,4.91,4.82,1,1,0,0,8.14
4492,48304083.0,20200000000000.0,33856710,100,3,3,37.73205,-122.45022,6,3.0,3.0,4.0,510.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,6,21,42,113,56,33,1,4.98,4.98,4.98,5.0,4.98,4.91,4.89,3,3,0,0,2.58
4505,48661006.0,20200000000000.0,2060012,100,16,24,37.77352,-122.4306,2,2.0,1.0,1.0,89.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,25,25,183,2,0,0,4.5,4.5,4.5,4.5,5.0,5.0,5.0,15,8,7,0,0.12
4508,48664836.0,20200000000000.0,2363198,100,1,1,37.75151,-122.50967,6,2.0,3.0,4.0,325.0,31,150,31.0,31.0,150.0,150.0,31.0,150.0,0,0,8,77,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.11
4512,48444696.0,20200000000000.0,248285981,89,9,12,37.75726,-122.39584,4,2.0,2.0,2.0,265.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,178,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,9,0,0,0.12
