,id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
21778,799252509324584916,20230329041210,458477868,100,2,2,19.431118371180304,-99.17048791305388,5,2.0,2.0,1.0,800.0,30,1124,30.0,30.0,1124.0,1124.0,30.0,1124.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,2,2,0,0,1.7024350397517938
21780,799267605502975492,20230329041210,494681226,100,4,4,19.317745482262133,-99.29551653563976,10,3.0,3.0,8.0,4380.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,28,58,88,178,2,2,1,5.0,5.0,5.0,4.5,5.0,5.0,4.5,4,4,0,0,0.9
21783,797199846304758333,20230329041210,6751351,100,1,2,19.379052278803343,-99.25414343236342,3,2.0,2.0,1.0,899.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,23,53,83,173,3,3,0,4.67,4.67,5.0,5.0,5.0,4.33,4.67,1,1,0,0,1.5
21784,799280580540767285,20230329041210,99533763,0,1,1,19.36034819166112,-99.19276278465986,6,2.0,2.0,4.0,1998.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,2,2,2,267,3,3,0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.0
21786,799287948889663965,20230329041210,490636254,100,1,1,19.47181397048648,-99.15867425501348,2,2.0,2.0,1.0,962.0,2,20,2.0,2.0,1125.0,1125.0,2.0,1125.0,16,46,76,351,5,5,1,5.0,5.0,4.6,5.0,5.0,4.8,4.8,1,1,0,0,2.21
21793,796351465409766038,20230329041210,143162202,98,3,3,19.3481639,-99.1212794,6,2.0,3.0,3.0,999.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,12,39,69,69,11,11,3,4.27,4.36,4.27,4.36,4.18,4.82,4.64,1,1,0,0,5.08
21794,797264125596765308,20230329041210,294167892,67,1,2,19.265455053845137,-99.17497544425036,1,2.0,1.0,1.0,480.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,0,1,0,1.7024350397517938
21797,797282894928933608,20230329041210,176057884,95,7,7,19.33875,-99.14453,1,2.0,1.0,1.0,295.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,29,59,89,364,3,3,1,4.67,4.0,4.0,4.67,4.67,4.0,4.33,6,0,4,2,1.29
21799,796362127690490813,20230329041210,491232533,100,3,3,19.41208,-99.17951,5,2.0,2.0,3.0,1604.0,1,1125,1.0,3.0,2.0,1125.0,2.3,705.5,8,19,37,188,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,1.94
21801,796380569886482360,20230329041210,56849862,100,3,3,19.409978872580417,-99.16572973394756,4,2.0,2.0,2.0,1242.0,1,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,17,47,77,352,8,8,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,3.12
21804,797312372091808264,20230329041210,185673013,98,2,4,19.30424921469625,-99.1830961033702,4,2.0,2.0,2.0,1536.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.42
21813,799949177804772080,20230329041210,103158429,100,2,2,19.4072709,-99.1696473,6,2.0,3.0,3.0,9985.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,0,0,119,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
21814,797333437708468327,20230329041210,275793954,0,1,1,19.24159443541379,-99.15384694933891,2,2.0,2.0,2.0,600.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,0,1,0,1.7024350397517938
21818,796463030043783279,20230329041210,494146378,100,1,1,19.36374223400448,-99.27975185215472,5,2.0,3.0,5.0,1600.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,25,55,85,175,8,8,2,4.88,4.88,5.0,4.88,5.0,4.88,4.88,1,1,0,0,4.62
21820,796465149869823670,20230329041210,16148871,100,695,773,19.41533,-99.15773,6,2.0,3.0,3.0,1563.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,21,51,81,356,3,3,0,4.67,5.0,5.0,4.67,5.0,5.0,5.0,102,102,0,0,1.5
21821,797376780834839752,20230329041210,187211553,0,1,1,19.388088544073543,-99.1833672288428,4,2.0,2.0,2.0,1300.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,28,58,333,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
21822,796506633625953689,20230329041210,21538376,100,1,1,19.427250951904576,-99.1766413912628,4,2.0,2.0,3.0,811.0,2,180,2.0,2.0,1125.0,1125.0,2.0,1125.0,21,51,81,356,1,1,0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1,1,0,0,0.55
21823,797396642413539557,20230329041210,104953556,100,53,64,19.415053773476156,-99.16956757770618,4,2.0,2.0,3.0,6792.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,12,36,66,337,7,7,4,5.0,4.86,5.0,5.0,5.0,4.86,4.71,51,51,0,0,3.89
21835,800089264542856897,20230329041210,150172688,0,5,5,19.44077,-99.18423,6,2.0,2.0,2.0,2396.0,3,7,3.0,3.0,7.0,7.0,3.0,7.0,28,52,82,82,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,5,5,0,0,1.7024350397517938
21836,800091463604319180,20230329041210,150172688,0,5,5,19.43883,-99.18291,6,2.0,2.0,2.0,2378.0,3,7,3.0,3.0,7.0,7.0,3.0,7.0,28,58,88,88,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,5,5,0,0,1.7024350397517938
21838,800093756397534908,20230329041210,150172688,0,5,5,19.439633709309177,-99.18437637895391,6,2.0,2.0,2.0,2378.0,3,7,3.0,3.0,7.0,7.0,3.0,7.0,8,38,68,68,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,5,5,0,0,1.7024350397517938
21842,797750710140463053,20230329041210,5230194,0,3,7,19.360487100617263,-99.16111424237236,2,2.0,4.0,7.0,817.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,3,0,3,0,1.7024350397517938
21843,797753193411782653,20230329041210,53282817,0,1,1,19.44434682811392,-99.2023974804701,4,2.0,2.0,2.0,2000.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,203,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
21845,800155479991418736,20230329041210,158715685,96,2,2,19.364818339797157,-99.18453670224582,4,2.0,2.0,2.0,947.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,18,45,75,350,13,13,4,4.92,5.0,4.85,4.92,4.77,5.0,4.85,2,2,0,0,6.0
21847,802060031596249352,20230329041210,116140147,83,1,1,19.367396960888357,-99.17101150869298,4,2.0,2.0,2.0,1400.0,1,90,1.0,1.0,90.0,90.0,1.0,90.0,1,26,56,331,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0
21848,800176027594232574,20230329041210,144911827,0,1,1,19.41353,-99.16121,4,2.0,2.0,2.0,1320.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,364,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
21849,797771375649370707,20230329041210,16148871,100,695,773,19.41302,-99.17474,6,2.0,3.0,3.0,4100.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,13,43,73,348,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,4.67,102,102,0,0,2.37
21850,797777382680085618,20230329041210,359265212,100,60,67,19.4357668,-99.2095927,6,3.0,3.0,4.0,4601.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,19,49,79,350,6,6,3,4.83,4.83,4.83,4.83,4.83,4.83,4.5,60,60,0,0,3.33
21851,802065432569039850,20230329041210,352664929,80,1,1,19.365003100000013,-99.16297189629518,5,2.0,2.0,4.0,1700.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,28,58,238,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.36
21854,800226163349873562,20230329041210,474873690,99,11,13,19.43044979329589,-99.20212696931152,8,2.0,3.0,5.0,3586.0,1,40,1.0,3.0,1125.0,1125.0,1.1,1125.0,0,26,56,145,2,2,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,11,11,0,0,1.02
21858,797830206081746925,20230329041210,161485756,97,6,23,19.4450274,-99.2029831,4,2.0,2.0,2.0,2507.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,27,57,87,176,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,0,0,0.92
21867,797847824961453133,20230329041210,16148871,100,695,773,19.415537455492757,-99.1601959852909,6,2.0,3.0,3.0,2017.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,25,51,81,352,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,102,102,0,0,1.2
21868,800518005758458557,20230329041210,22697002,98,52,65,19.36251080396097,-99.26858315437404,4,2.0,2.0,2.0,1411.0,3,15,2.0,2.0,15.0,15.0,2.0,15.0,9,39,69,344,3,3,1,5.0,5.0,5.0,4.67,5.0,5.0,5.0,1,1,0,0,2.2
21869,800529161311953002,20230329041210,474873690,99,11,13,19.43042955772281,-99.20221279999998,6,2.0,2.0,3.0,2121.0,1,90,1.0,3.0,1125.0,1125.0,1.2,1125.0,14,36,65,156,6,6,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11,11,0,0,2.4
21870,797884495572496899,20230329041210,16148871,100,695,773,19.42176847755066,-99.17070093466236,4,2.0,2.0,2.0,2124.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,13,36,66,341,5,5,2,4.6,4.8,4.8,5.0,5.0,4.6,4.6,102,102,0,0,3.13
21878,797985380618552449,20230329041210,31878037,100,5,5,19.354035991436294,-99.29209838345533,4,2.0,2.0,2.0,850.0,3,180,3.0,3.0,1125.0,1125.0,3.0,1125.0,11,41,71,346,4,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.52
21880,800643965562095896,20230329041210,411952780,100,1,1,19.413785803287304,-99.17835538622062,8,2.0,3.0,4.0,1847.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,17,46,76,350,10,10,1,4.0,4.3,3.8,4.7,4.3,4.7,4.3,1,1,0,0,4.0
21883,802207176958790937,20230329041210,458896597,0,39,42,19.4358877963591,-99.14893638134645,12,4.0,4.0,4.0,6362.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,20,49,79,266,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21887,802207423875905033,20230329041210,458896597,0,39,42,19.43585897880136,-99.14862679018007,12,4.0,4.0,4.0,6362.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,20,49,79,266,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21889,802209451028195171,20230329041210,458896597,0,39,42,19.43708723328166,-99.1485651548581,12,4.0,4.0,8.0,6362.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,24,54,84,269,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21891,800738714417579533,20230329041210,52340402,0,1,1,19.308037340015577,-99.17943333792948,4,2.0,2.0,3.0,732.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
21892,802209731616106118,20230329041210,458896597,0,39,42,19.43565744519359,-99.14674878094613,12,4.0,4.0,8.0,6362.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,23,53,83,268,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21893,800739355278996725,20230329041210,477263486,100,12,13,19.429193203435847,-99.12593228005406,1,2.0,1.0,1.0,250.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,361,6,6,0,4.5,4.67,5.0,4.67,5.0,3.83,4.83,12,1,3,8,2.43
21895,802209830497386693,20230329041210,458896597,0,39,42,19.436657292345306,-99.146876984985,12,4.0,4.0,8.0,6362.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,23,53,83,268,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21897,800754257186426213,20230329041210,303553044,73,2,2,19.387184045981492,-99.18150110077602,6,2.0,2.0,3.0,1071.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,19,49,79,349,2,2,0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,2,2,0,0,1.13
21898,802210289425916089,20230329041210,458896597,0,39,42,19.436486211112385,-99.14687702003906,9,3.0,3.0,3.0,4777.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,20,49,79,266,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21899,800801320965019484,20230329041210,1100324,71,3,4,19.44987,-99.13144,5,2.0,2.0,4.0,9342.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,155,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.75
21901,800815044752677496,20230329041210,59057907,98,24,24,19.402496468916663,-99.17399020798575,16,8.0,10.0,10.0,10500.0,2,365,2.0,3.0,1125.0,1125.0,2.0,1125.0,30,59,88,356,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19,13,6,0,1.0
21903,798387755047037062,20230329041210,471130295,100,3,8,19.4060419,-99.176291,4,2.0,2.0,2.0,2200.0,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,21,51,81,81,5,5,1,4.4,4.4,4.4,4.6,5.0,4.8,4.4,3,3,0,0,2.78
21904,798408930154123534,20230329041210,44783527,100,3,5,19.4299182,-99.1957993,6,3.0,3.0,4.0,7614.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,23,51,81,353,7,7,5,5.0,5.0,5.0,5.0,5.0,5.0,4.86,2,2,0,0,2.76
21905,802210380659097904,20230329041210,458896597,0,39,42,19.435509772310752,-99.14855011828864,9,3.0,3.0,3.0,4777.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,20,49,79,266,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21911,802210489878004258,20230329041210,458896597,0,39,42,19.437010059528912,-99.14832876384592,9,3.0,3.0,3.0,4777.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,20,49,79,266,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21918,802212024571768290,20230329041210,458896597,0,39,42,19.435626860779088,-99.14676127584686,9,3.0,3.0,6.0,4777.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,23,53,83,268,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21920,800862271504478633,20230329041210,450081252,98,3,3,19.445172973952378,-99.15987356857492,6,2.0,3.0,3.0,750.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,25,55,85,360,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.73
21922,798580090366659100,20230329041210,50305161,100,70,70,19.4073365,-99.178625,4,2.0,2.0,2.0,2553.0,3,365,2.0,3.0,1125.0,1125.0,3.0,1125.0,25,55,85,359,4,4,0,5.0,5.0,4.75,5.0,5.0,4.75,5.0,70,60,10,0,1.76
21923,802212137610057208,20230329041210,458896597,0,39,42,19.43687806665605,-99.14893903210748,9,3.0,3.0,6.0,4777.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,24,54,84,269,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21924,798594878735654812,20230329041210,176057884,95,7,7,19.33867,-99.14444,1,2.0,1.0,1.0,295.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,30,60,90,365,6,6,4,4.33,3.83,3.67,4.33,4.17,4.67,4.33,6,0,4,2,2.69
21929,802219780642330928,20230329041210,458896597,0,39,42,19.435804343106614,-99.14693150781044,9,3.0,3.0,6.0,4777.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,23,53,83,268,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21931,802220165429981151,20230329041210,458896597,0,39,42,19.435107293264075,-99.148252279643,6,2.0,2.0,2.0,3187.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,20,49,79,266,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21932,802220236146557817,20230329041210,458896597,0,39,42,19.435546955891223,-99.1483615458818,6,2.0,2.0,2.0,3187.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,20,49,79,266,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21933,798645914861982318,20230329041210,111159619,95,4,4,19.4251912,-99.1762566,6,2.0,2.0,3.0,1400.0,4,365,4.0,4.0,365.0,365.0,4.0,365.0,28,58,88,357,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,0.98
21936,802220277630129958,20230329041210,458896597,0,39,42,19.43707101569134,-99.1488407988458,6,2.0,2.0,2.0,3187.0,1,365,1.0,1.0,1.0,999.0,1.0,752.9,20,49,79,266,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,38,9,29,0,1.7024350397517938
21937,801012812859250697,20230329041210,495271494,100,1,1,19.414139338286763,-99.18122755521364,4,2.0,2.0,2.0,1319.0,3,18,2.0,3.0,1125.0,1125.0,3.0,1125.0,7,23,45,135,10,10,3,5.0,5.0,4.8,5.0,5.0,5.0,5.0,1,1,0,0,4.11
21938,798684089158724298,20230329041210,187345696,100,1,1,19.3797435,-99.1873506,4,2.0,2.0,2.0,1000.0,2,100,2.0,2.0,100.0,100.0,2.0,100.0,22,52,82,172,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
21945,802245402147902354,20230329041210,16148871,100,695,773,19.430385876245523,-99.19691744174644,4,2.0,2.0,2.0,2417.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,11,39,69,344,4,4,0,5.0,5.0,5.0,4.75,5.0,5.0,5.0,102,102,0,0,1.56
21949,801365903614320869,20230329041210,16148871,100,695,773,19.4157903346785,-99.16974787211323,4,2.0,2.0,2.0,4256.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,26,56,86,361,3,3,0,5.0,5.0,5.0,4.33,5.0,5.0,5.0,102,102,0,0,1.27
21951,802279508757652286,20230329041210,10764020,99,411,569,19.4133514,-99.1793822,4,2.0,2.0,2.0,2179.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,18,41,71,346,3,3,0,3.67,4.0,3.67,4.33,3.67,4.67,4.33,266,256,10,0,1.67
21952,801386607709655375,20230329041210,16148871,100,695,773,19.41714262815064,-99.1614878321276,6,3.0,3.0,3.0,3190.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,12,30,60,317,6,6,2,4.83,4.83,5.0,5.0,5.0,5.0,4.67,102,102,0,0,2.43
21964,801442139820028139,20230329041210,304871821,100,1,1,19.4371599,-99.1621779,5,2.0,2.0,3.0,1157.0,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,14,37,66,245,9,9,4,4.78,4.78,4.78,4.67,4.89,4.89,5.0,1,1,0,0,3.75
21972,802316139253281979,20230329041210,389985876,100,5,5,19.42759335528672,-99.13837345476834,4,2.0,2.0,3.0,7000.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,357,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,5,0,5,0,1.7024350397517938
21974,801495301100783776,20230329041210,477263486,100,12,13,19.42814109778468,-99.12642074147796,1,2.0,1.0,1.0,200.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,28,58,86,361,8,8,6,4.75,4.88,5.0,4.75,4.88,4.38,4.5,12,1,3,8,3.2
21979,802403747172200756,20230329041210,302431514,99,89,93,19.4085954,-99.175296,4,2.0,2.0,2.0,2707.0,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,2,17,46,46,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,61,61,0,0,2.2
21980,801498264823099285,20230329041210,436131421,89,1,2,19.387451919339178,-99.13021434265151,13,4.0,4.0,7.0,2357.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,1,22,51,51,4,4,2,4.75,5.0,4.75,5.0,5.0,5.0,5.0,1,1,0,0,1.97
21981,803578270623966133,20230329041210,53361285,100,109,176,19.413095337432928,-99.16626961419648,6,3.0,3.0,5.0,3635.0,1,365,1.0,3.0,365.0,365.0,1.1,365.0,20,50,76,351,4,4,1,3.5,4.75,4.5,4.0,4.0,4.75,3.5,34,34,0,0,2.22
21983,802447409618338136,20230329041210,482692864,100,6,6,19.4209712,-99.1734558,4,2.0,2.0,2.0,2380.0,2,150,2.0,2.0,1125.0,1125.0,2.0,1125.0,12,42,72,135,6,6,3,4.83,4.83,4.83,5.0,5.0,4.67,4.83,6,6,0,0,3.4
21989,801503469466722962,20230329041210,278669617,100,1,1,19.4258313,-99.1754348,4,2.0,2.0,3.0,1141.0,3,180,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,27,30,301,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.0
21990,803600433530093388,20230329041210,492721306,67,1,1,19.312581126550832,-99.2475264519453,8,3.0,4.0,4.0,1443.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,23,53,83,358,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
21991,803607962667400637,20230329041210,10764020,99,411,569,19.41636715372297,-99.17319184206627,10,4.0,4.0,5.0,21225.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,12,16,17,17,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,266,256,10,0,2.0
21994,802521174982656785,20230329041210,61030249,100,31,31,19.4347627,-99.2080564,10,3.0,4.0,5.0,3777.0,1,90,1.0,1.0,1125.0,1125.0,1.0,1125.0,8,37,67,339,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,31,7,24,0,1.28
21997,803659071413499056,20230329041210,227002676,100,33,50,19.30625175801745,-99.18161129913648,4,2.0,2.0,2.0,1758.0,14,360,14.0,14.0,360.0,360.0,14.0,360.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,32,32,0,0,1.7024350397517938
21998,803661198536468808,20230329041210,16148871,100,695,773,19.42285,-99.1552,2,2.0,1.0,1.0,2070.0,1,365,1.0,3.0,365.0,365.0,1.0,365.0,26,50,80,355,4,4,1,4.75,5.0,4.5,4.5,5.0,4.5,4.25,102,102,0,0,2.93
22000,803674917121584855,20230329041210,354044526,100,323,364,19.401357093579666,-99.16868648365798,4,2.0,2.0,2.0,1082.0,1,365,1.0,4.0,1125.0,1125.0,1.1,1125.0,17,47,77,352,10,10,3,4.9,5.0,5.0,4.9,4.9,5.0,4.7,32,21,11,0,4.41
22001,801578612429278414,20230329041210,114564195,99,19,21,19.4207579,-99.1653895,12,4.0,5.0,5.0,8933.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,9,22,44,284,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,19,19,0,0,1.7024350397517938
22002,801592618486411421,20230329041210,26909367,95,5,6,19.431627271832813,-99.1883992755349,6,2.0,2.0,3.0,1900.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,27,299,5,5,1,4.6,4.8,4.4,5.0,4.8,5.0,4.6,4,4,0,0,2.08
22011,801707991143697412,20230329041210,489842693,83,1,3,19.36251905599061,-99.1794204711914,16,3.0,3.0,16.0,5285.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,27,57,332,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.56
22012,801721614369210491,20230329041210,18646866,0,1,1,19.45334241331993,-99.16231257623254,4,2.0,2.0,3.0,1200.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,20,50,325,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
22015,803772089406772844,20230329041210,27449159,96,78,81,19.4358497,-99.149529,5,2.0,2.0,3.0,2523.0,2,365,2.0,7.0,1125.0,1125.0,5.3,1125.0,25,55,85,360,4,4,3,5.0,5.0,5.0,5.0,5.0,4.5,5.0,72,72,0,0,3.53
